Jul  6 00:30:00 Drs-MacBook-Pro newsyslog[1057]: logfile turned over
Thu Jul  9 06:44:38.007 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 06:44:38.007 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Thu Jul  9 06:44:38.007 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Thu Jul  9 06:44:38.018 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Thu Jul  9 06:44:38.030 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Thu Jul  9 06:44:38.738 <kernel> en0: setting diversity to: -1
Thu Jul  9 06:44:38.738 <kernel> en0: Error configuring antenna diversity (index = -1).
Thu Jul  9 06:44:38.738 <kernel> en0: setting tx antenna: -1
Thu Jul  9 06:44:38.738 <kernel> en0: Error configuring transmit antenna (index = -1).
Thu Jul  9 06:44:38.855 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 13:32:53.448 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Thu Jul  9 13:32:53.576 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 13:32:53.576 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Thu Jul  9 13:32:53.576 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Thu Jul  9 13:32:53.576 <kernel> en0: setting diversity to: -1
Thu Jul  9 13:32:53.576 <kernel> en0: Error configuring antenna diversity (index = -1).
Thu Jul  9 13:32:53.588 <kernel> en0: setting tx antenna: -1
Thu Jul  9 13:32:53.588 <kernel> en0: Error configuring transmit antenna (index = -1).
Thu Jul  9 13:32:53.918 <airport[198]> airportdProcessDLILEvent: <en0> event=1, flags=0xFFFF8863, lastPowerPref=on
Thu Jul  9 13:32:53.918 <airport[198]> airportdProcessDLILEvent: en0 marked UP, applying user power preferences (ON).
Thu Jul  9 13:32:53.919 <airport[198]> airportdProcessDLILEvent: <en0> Setting power ON
Thu Jul  9 13:32:53.929 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Thu Jul  9 13:32:59.133 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 13:34:08.566 <kernel> en0: Terminating supplicant.
Thu Jul  9 13:34:08.566 <kernel> RSNSupplicant: Releasing authenticator for ee:55:d7:81:87:e3
Thu Jul  9 13:34:08.908 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 65535
Thu Jul  9 13:34:08.908 <kernel> Unexpected payload found for message 74, dataLen 104
Thu Jul  9 13:34:08.908 <kernel> payload Data ff ff 00 00 00 00 00 00 ae 88 91 3b 22 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Thu Jul  9 13:34:08.908 <kernel> Error storing postMessage 74
Thu Jul  9 13:34:08.916 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Thu Jul  9 13:34:08.916  Thu Jul  9 13:34:08.960 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 13:34:08.965 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 13:34:08.972 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 13:34:08.972 <kernel> Unexpected payload found for message 9, dataLen 0
Thu Jul  9 13:34:08.972 <kernel> Error storing postMessage 9
Thu Jul  9 13:34:08.993 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 13:34:08.998 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 13:34:09.014 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 13:34:09.017 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 13:34:12.640 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 13:34:22.946 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 13:34:21.689 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 13:34:21.707 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 13:34:20.411 Apple80211Set:10289 Processing APPLE80211_IOC_ROAM
Thu Jul  9 13:34:20.411 Apple80211Set:10303 Processing APPLE80211_IOC_ROAM dataRef:0x7fd7caf263d0
Thu Jul  9 13:34:20.411 Apple80211Set:10324 CFType is CFData
Thu Jul  9 13:35:45.056 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 13:35:57.275 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 13:42:16.098 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 13:42:26.341 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 13:50:27.473 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 13:50:39.702 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 14:04:03.844 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 14:04:15.077 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 14:08:34.041 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 14:08:44.287 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 14:11:44.834 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 14:11:55.080 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 14:29:36.790 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Thu Jul  9 14:29:51.836 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Thu Jul  9 14:29:51.836 <kernel> wl0: setup_keepalive: Local IP: 192.168.1.198
Thu Jul  9 14:29:51.836 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.138
Thu Jul  9 14:29:51.836 <kernel> wl0: setup_keepalive: Local port: 53851, Remote port: 5223
Thu Jul  9 14:29:51.836 <kernel> wl0: setup_keepalive: Seq: 2944158025, Ack: 312743720, Win size: 2048
Thu Jul  9 14:29:51.836 <kernel> wl0: MDNS: IPV4 Addr: 192.168.1.198
Thu Jul  9 14:29:51.836 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Thu Jul  9 14:29:51.836 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Thu Jul  9 14:29:51.864 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Thu Jul  9 14:29:51.864  Thu Jul  9 14:29:51.865 <kernel> AirPort_BrcmNIC::getSSIDData(): Get failure: APPLE80211_IOC_SSID: 6
Thu Jul  9 14:29:52.258 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 14:46:41.002 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Thu Jul  9 14:46:41.002 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 14:46:41.002 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 2944158025, Ack: 312743720, Win size: 2048
Thu Jul  9 14:46:41.002 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2944158077, Ack 312743720, Win size 249
Thu Jul  9 14:46:41.002 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Thu Jul  9 14:46:41.002 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Thu Jul  9 14:46:41.002 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Thu Jul  9 14:46:41.035 <airport[198]> airportdProcessDLILEvent: <en0> event=1, flags=0xFFFF8863, lastPowerPref=on
Thu Jul  9 14:46:41.035 <airport[198]> airportdProcessDLILEvent: en0 marked UP, applying user power preferences (ON).
Thu Jul  9 14:46:41.035 <airport[198]> airportdProcessDLILEvent: <en0> Setting power ON
Thu Jul  9 14:46:41.038 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Operation not supported)
Thu Jul  9 14:46:41.771 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 14:46:41.840 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Thu Jul  9 14:46:42.045 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 14:46:42.047 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 14:46:57.369 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 65535
Thu Jul  9 14:46:57.369 <kernel> Unexpected payload found for message 74, dataLen 104
Thu Jul  9 14:46:57.369 <kernel> payload Data ff ff 00 00 00 00 00 00 ae 88 91 3b 03 60 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Thu Jul  9 14:46:57.369 <kernel> Error storing postMessage 74
Thu Jul  9 14:46:57.377 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Thu Jul  9 14:46:57.377  Thu Jul  9 14:46:57.414 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 14:46:57.424 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 14:46:57.425 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 14:46:57.425 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 14:46:57.444 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 14:46:57.452 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 14:46:57.472 <kernel> Unexpected payload found for message 9, dataLen 0
Thu Jul  9 14:46:57.472 <kernel> Error storing postMessage 9
Thu Jul  9 14:46:57.486 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 14:46:57.486 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 14:46:57.633 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 14:46:58.252 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 14:46:58.287 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 14:47:21.118 Apple80211Set:10289 Processing APPLE80211_IOC_ROAM
Thu Jul  9 14:47:21.119 Apple80211Set:10303 Processing APPLE80211_IOC_ROAM dataRef:0x7fd7cb8880d0
Thu Jul  9 14:47:21.119 Apple80211Set:10324 CFType is CFData
Thu Jul  9 14:47:25.002 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 14:47:34.238 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 15:14:55.849 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 15:15:06.095 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 15:18:40.796 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 15:18:51.045 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 15:39:20.547 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Thu Jul  9 15:39:33.607 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Thu Jul  9 15:39:33.607 <kernel> wl0: setup_keepalive: Local IP: 192.168.1.198
Thu Jul  9 15:39:33.607 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.246
Thu Jul  9 15:39:33.607 <kernel> wl0: setup_keepalive: Local port: 54813, Remote port: 5223
Thu Jul  9 15:39:33.607 <kernel> wl0: setup_keepalive: Seq: 4094040177, Ack: 3408903374, Win size: 2048
Thu Jul  9 15:39:33.607 <kernel> wl0: MDNS: IPV4 Addr: 192.168.1.198
Thu Jul  9 15:39:33.607 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Thu Jul  9 15:39:33.607 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Thu Jul  9 15:39:33.630 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Thu Jul  9 15:39:33.630  Thu Jul  9 15:39:33.632 <kernel> AirPort_BrcmNIC::getSSIDData(): Get failure: APPLE80211_IOC_SSID: 6
Thu Jul  9 15:39:33.764 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 15:55:54.004 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Thu Jul  9 15:55:54.171 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 15:55:54.173 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 4094040177, Ack: 3408903374, Win size: 2048
Thu Jul  9 15:55:54.173 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4094040205, Ack 3408903374, Win size 249
Thu Jul  9 15:55:54.173 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Thu Jul  9 15:55:54.173 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Thu Jul  9 15:55:54.173 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Thu Jul  9 15:55:54.173 <airport[198]> airportdProcessDLILEvent: <en0> event=1, flags=0xFFFF8863, lastPowerPref=on
Thu Jul  9 15:55:54.173 <airport[198]> airportdProcessDLILEvent: en0 marked UP, applying user power preferences (ON).
Thu Jul  9 15:55:54.173 <airport[198]> airportdProcessDLILEvent: <en0> Setting power ON
Thu Jul  9 15:55:54.173 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Operation not supported)
Thu Jul  9 15:55:54.768 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 15:55:54.794 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Thu Jul  9 15:55:54.880 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 15:55:54.897 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 15:56:09.770 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 65535
Thu Jul  9 15:56:09.770 <kernel> Unexpected payload found for message 74, dataLen 104
Thu Jul  9 15:56:09.770 <kernel> payload Data ff ff 00 00 00 00 00 00 ae 88 91 3b 03 60 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Thu Jul  9 15:56:09.770 <kernel> Error storing postMessage 74
Thu Jul  9 15:56:09.778 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Thu Jul  9 15:56:09.779  Thu Jul  9 15:56:09.822 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 15:56:09.838 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 15:56:09.838 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 15:56:09.842 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 15:56:09.856 <kernel> Unexpected payload found for message 9, dataLen 0
Thu Jul  9 15:56:09.856 <kernel> Error storing postMessage 9
Thu Jul  9 15:56:09.859 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 15:56:09.873 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 15:56:09.908 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 15:56:09.910 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Thu Jul  9 15:56:10.051 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 15:56:10.467 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 15:56:10.516 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 15:56:33.506 Apple80211Set:10289 Processing APPLE80211_IOC_ROAM
Thu Jul  9 15:56:33.507 Apple80211Set:10303 Processing APPLE80211_IOC_ROAM dataRef:0x7fd7cb85fa20
Thu Jul  9 15:56:33.507 Apple80211Set:10324 CFType is CFData
Thu Jul  9 16:13:46.277 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 16:13:58.321 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 16:26:00.071 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 16:26:12.295 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 16:43:03.814 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 16:43:20.049 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 16:45:01.328 <kernel> AWDL Sync Enabled 1, data path state[1]
Thu Jul  9 16:45:17.553 <kernel> AWDL Sync Enabled 0, data path state[1]
Thu Jul  9 16:47:37.406 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Thu Jul  9 16:47:37.406  Thu Jul  9 16:47:37.408 <kernel> AirPort_BrcmNIC::getSSIDData(): Get failure: APPLE80211_IOC_SSID: 6
Thu Jul  9 16:47:37.556 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Thu Jul  9 16:47:37.562 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Thu Jul  9 16:47:37.563 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 13:30:49.772 Usb Host Notification NOT activated
Fri Jul 10 13:30:49.780 <airport[189]> _bsdDriver_init: registration for monitoring bssSteeringRequest event 
Fri Jul 10 13:30:49.780 
Fri Jul 10 13:30:49.783 <kernel> Not adding subscription due to missing boot-arg wlan.iorsubscriptions
Fri Jul 10 13:30:50.252 <kernel> Not adding subscription due to missing boot-arg wlan.iorsubscriptions
Fri Jul 10 13:30:50.252 <kernel>  Creating all peerManager reporters
Fri Jul 10 13:30:50.255 <kernel> Not adding subscription due to missing boot-arg wlan.iorsubscriptions
Fri Jul 10 13:30:50.257 <airport[189]> _initInterface: Failed to query current SSID (Operation not supported)
Fri Jul 10 13:30:50.262 <kernel>  IOCTL (from pid 189) not recognized: 383 out of 380
Fri Jul 10 13:30:50.262 Apple80211SetProperty: ioctl failed: bsdErr=-1, errno=102
Fri Jul 10 13:30:50.292 <kernel>  IOCTL (from pid 189) not recognized: 381 out of 380
Fri Jul 10 13:30:50.331 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 1
Fri Jul 10 13:30:50.331 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 5
Fri Jul 10 13:30:50.331 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 100
<airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 130
Fri Jul 10 13:30:50.341 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 122
Fri Jul 10 13:30:50.341 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 123
Fri Jul 10 13:30:50.341 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 5
Fri Jul 10 13:30:50.341 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 7
Fri Jul 10 13:30:50.341 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 1
Fri Jul 10 13:30:50.341 <airport[189]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 2
Fri Jul 10 13:30:50.344 <kernel>  IOCTL (from pid 189) not recognized: 10 out of 380
Fri Jul 10 13:30:50.344 <kernel>  IOCTL (from pid 189) not recognized: 216 out of 380
Fri Jul 10 13:30:50.344 <kernel>  IOCTL (from pid 189) not recognized: 216 out of 380
Fri Jul 10 13:30:50.349 <airport[189]> airportdProcessDLILEvent: <en0> event=9, flags=0xFFFF8863, lastPowerPref=on
Fri Jul 10 13:30:50.349 <airport[189]> airportdProcessDLILEvent: en0 attached (up)
Fri Jul 10 13:30:50.358 <kernel> en0: setting diversity to: -1
Fri Jul 10 13:30:50.358 <kernel> en0: Error configuring antenna diversity (index = -1).
Fri Jul 10 13:30:50.358 <kernel> en0: setting tx antenna: -1
Fri Jul 10 13:30:50.358 <kernel> en0: Error configuring transmit antenna (index = -1).
Fri Jul 10 13:30:50.423 <kernel> Setting BTCoex Profile: band:8
Fri Jul 10 13:30:50.423 <kernel> Profile[0]: mode:7; desense:0; desense_level:0; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 
Fri Jul 10 13:30:50.423 <kernel> Profile[1]: mode:7; desense:0; desense_level:0; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> -7,<kernel> 0,<kernel> 
Fri Jul 10 13:30:50.423 <kernel> Profile[2]: mode:7; desense:1; desense_level:3; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> -7,<kernel> 0,<kernel> 
Fri Jul 10 13:30:50.423 <kernel> Setting BTCoex Profile: band:2
Fri Jul 10 13:30:50.423 <kernel> Profile[0]: mode:0; desense:0; desense_level:0; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 
Fri Jul 10 13:30:50.429 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri Jul 10 13:30:50.438 <airport[189]> _bsdDriver_init: registration for monitoring bssSteeringRequest event 
Fri Jul 10 13:30:50.438 
Fri Jul 10 13:30:50.446 <airport[189]> _bsdDriver_init: registration for monitoring bssSteeringRequest event 
Fri Jul 10 13:30:50.446 
Fri Jul 10 13:30:50.579 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:30:52.456 <kernel> Adding setInterfaceAverageCCA with cca 0
Fri Jul 10 13:30:57.449 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:01.518 <airport[189]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 2
Fri Jul 10 13:31:01.518 <airport[189]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 3
Fri Jul 10 13:31:01.519 <airport[189]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 1
Fri Jul 10 13:31:01.519 <airport[189]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 5
Fri Jul 10 13:31:01.519 <airport[189]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 7
Fri Jul 10 13:31:02.127 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:07.652 <airport[189]> Could not set property APPLE80211_REGKEY_AWDL_MAC_ADDRESS_IN_USE to 0
Fri Jul 10 13:31:07.657 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:07.742 <airport[189]> Could not set property APPLE80211_REGKEY_AWDL_MAC_ADDRESS_IN_USE to 0
Fri Jul 10 13:31:09.088 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:10.094 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:11.103 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:12.111 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:21.245 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:23.544 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri Jul 10 13:31:23.545 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Fri Jul 10 13:31:23.545 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri Jul 10 13:31:23.546 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
